mapname,rate_walk,rate_surf,rate_smash,rate_oldrod,rate_goodrod,rate_superrod,land_lvl0,land_lvl1,land_lvl2,land_lvl3,land_lvl4,land_lvl5,land_lvl6,land_lvl7,land_lvl8,land_lvl9,land_lvl10,land_lvl11,land_species_morn0,land_species_morn1,land_species_morn2,land_species_morn3,land_species_morn4,land_species_morn5,land_species_morn6,land_species_morn7,land_species_morn8,land_species_morn9,land_species_morn10,land_species_morn11,land_species_day0,land_species_day1,land_species_day2,land_species_day3,land_species_day4,land_species_day5,land_species_day6,land_species_day7,land_species_day8,land_species_day9,land_species_day10,land_species_day11,land_species_nite0,land_species_nite1,land_species_nite2,land_species_nite3,land_species_nite4,land_species_nite5,land_species_nite6,land_species_nite7,land_species_nite8,land_species_nite9,land_species_nite10,land_species_nite11,hoenn1,hoenn2,sinnoh1,sinnoh2,lvl_min_surf0,lvl_max_surf0,species_surf0,lvl_min_surf1,lvl_max_surf1,species_surf1,lvl_min_surf2,lvl_max_surf2,species_surf2,lvl_min_surf3,lvl_max_surf3,species_surf3,lvl_min_surf4,lvl_max_surf4,species_surf4,lvl_min_smash0,lvl_max_smash0,species_smash0,lvl_min_smash1,lvl_max_smash1,species_smash1,lvl_min_oldrod0,lvl_max_oldrod0,species_oldrod0,lvl_min_oldrod1,lvl_max_oldrod1,species_oldrod1,lvl_min_oldrod2,lvl_max_oldrod2,species_oldrod2,lvl_min_oldrod3,lvl_max_oldrod3,species_oldrod3,lvl_min_oldrod4,lvl_max_oldrod4,species_oldrod4,lvl_min_goodrod0,lvl_max_goodrod0,species_goodrod0,lvl_min_goodrod1,lvl_max_goodrod1,species_goodrod1,lvl_min_goodrod2,lvl_max_goodrod2,species_goodrod2,lvl_min_goodrod3,lvl_max_goodrod3,species_goodrod3,lvl_min_goodrod4,lvl_max_goodrod4,species_goodrod4,lvl_min_superrod0,lvl_max_superrod0,species_superrod0,lvl_min_superrod1,lvl_max_superrod1,species_superrod1,lvl_min_superrod2,lvl_max_superrod2,species_superrod2,lvl_min_superrod3,lvl_max_superrod3,species_superrod3,lvl_min_superrod4,lvl_max_superrod4,species_superrod4,swarm_species0,swarm_species1,swarm_species2,swarm_species3
T24,0,15,30,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,15,25,SPECIES_TENTACOOL,10,20,SPECIES_TENTACOOL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,15,24,SPECIES_KRABBY,23,28,SPECIES_SHUCKLE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_KRABBY,10,10,SPECIES_KRABBY,20,20,SPECIES_MAGIKARP,20,20,SPECIES_KRABBY,20,20,SPECIES_KRABBY,20,20,SPECIES_CORSOLA,20,20,SPECIES_KRABBY,40,40,SPECIES_KRABBY,40,40,SPECIES_CORSOLA,40,40,SPECIES_KRABBY,40,40,SPECIES_KINGLER,40,40,SPECIES_KRABBY,SPECIES_NONE,SPECIES_TENTACOOL,SPECIES_STARYU,SPECIES_MAGIKARP
R42,25,10,0,25,50,75,13,14,13,14,15,15,16,16,15,17,15,17,SPECIES_MAREEP,SPECIES_SPEAROW,SPECIES_MAREEP,SPECIES_SPEAROW,SPECIES_MAREEP,SPECIES_MAREEP,SPECIES_SPEAROW,SPECIES_SPEAROW,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_MAREEP,SPECIES_SPEAROW,SPECIES_MAREEP,SPECIES_SPEAROW,SPECIES_MAREEP,SPECIES_MAREEP,SPECIES_SPEAROW,SPECIES_SPEAROW,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_MAREEP,SPECIES_ZUBAT,SPECIES_MAREEP,SPECIES_ZUBAT,SPECIES_MAREEP,SPECIES_MAREEP,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_WHISMUR,SPECIES_LINOONE,SPECIES_BUIZEL,SPECIES_BIDOOF,15,25,SPECIES_GOLDEEN,10,20,SPECIES_GOLDEEN,15,25,SPECIES_SEAKING,15,25,SPECIES_SEAKING,15,25,SPECIES_SEAKING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_MAREEP,SPECIES_GOLDEEN,SPECIES_GOLDEEN,SPECIES_MAGIKARP
D38R0101,10,10,0,25,50,75,13,15,13,15,14,14,14,14,14,16,14,15,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_MACHOP,SPECIES_MACHOP,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_MARILL,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_MACHOP,SPECIES_MACHOP,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_MARILL,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_MACHOP,SPECIES_MACHOP,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_MARILL,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,15,25,SPECIES_GOLDEEN,10,20,SPECIES_GOLDEEN,15,25,SPECIES_SEAKING,15,25,SPECIES_SEAKING,15,25,SPECIES_SEAKING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_MARILL,SPECIES_GOLDEEN,SPECIES_GOLDEEN,SPECIES_MAGIKARP
D38R0102,10,0,0,0,0,0,13,13,13,13,15,15,14,14,15,14,15,14,SPECIES_GEODUDE,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_MACHOP,SPECIES_ZUBAT,SPECIES_MACHOP,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_MACHOP,SPECIES_ZUBAT,SPECIES_MACHOP,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_MACHOP,SPECIES_ZUBAT,SPECIES_MACHOP,SPECIES_ZUBAT,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_GEODUDE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D38R0103,10,10,0,25,50,75,31,32,31,32,31,31,30,30,28,30,28,30,SPECIES_GRAVELER,SPECIES_MACHOKE,SPECIES_GRAVELER,SPECIES_MACHOKE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_RATICATE,SPECIES_MACHOP,SPECIES_GOLBAT,SPECIES_MACHOP,SPECIES_GOLBAT,SPECIES_GRAVELER,SPECIES_MACHOKE,SPECIES_GRAVELER,SPECIES_MACHOKE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_RATICATE,SPECIES_MACHOP,SPECIES_GOLBAT,SPECIES_MACHOP,SPECIES_GOLBAT,SPECIES_GRAVELER,SPECIES_MACHOKE,SPECIES_GRAVELER,SPECIES_MACHOKE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_RATICATE,SPECIES_MACHOP,SPECIES_GOLBAT,SPECIES_MACHOP,SPECIES_GOLBAT,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,15,25,SPECIES_GOLDEEN,20,30,SPECIES_GOLDEEN,20,30,SPECIES_SEAKING,20,30,SPECIES_SEAKING,20,30,SPECIES_SEAKING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_GRAVELER,SPECIES_GOLDEEN,SPECIES_GOLDEEN,SPECIES_MAGIKARP
D38R0104,10,10,0,25,50,75,15,17,15,17,16,16,16,16,16,16,16,16,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_MACHOP,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_MACHOP,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_MACHOP,SPECIES_MACHOP,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_GEODUDE,SPECIES_RATICATE,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,15,25,SPECIES_GOLDEEN,10,20,SPECIES_GOLDEEN,15,25,SPECIES_SEAKING,15,25,SPECIES_SEAKING,15,25,SPECIES_SEAKING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_ZUBAT,SPECIES_GOLDEEN,SPECIES_GOLDEEN,SPECIES_MAGIKARP
R43,20,10,0,25,50,75,15,15,15,15,17,17,15,15,16,17,16,17,SPECIES_FLAAFFY,SPECIES_GIRAFARIG,SPECIES_FLAAFFY,SPECIES_GIRAFARIG,SPECIES_PIDGEOTTO,SPECIES_PIDGEOTTO,SPECIES_MAREEP,SPECIES_MAREEP,SPECIES_VENONAT,SPECIES_PIDGEOTTO,SPECIES_VENONAT,SPECIES_PIDGEOTTO,SPECIES_FLAAFFY,SPECIES_GIRAFARIG,SPECIES_FLAAFFY,SPECIES_GIRAFARIG,SPECIES_PIDGEOTTO,SPECIES_PIDGEOTTO,SPECIES_MAREEP,SPECIES_MAREEP,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_FLAAFFY,SPECIES_GIRAFARIG,SPECIES_FLAAFFY,SPECIES_GIRAFARIG,SPECIES_NOCTOWL,SPECIES_NOCTOWL,SPECIES_VENONAT,SPECIES_VENONAT,SPECIES_MAREEP,SPECIES_VENONAT,SPECIES_MAREEP,SPECIES_VENONAT,SPECIES_WHISMUR,SPECIES_LINOONE,SPECIES_BUIZEL,SPECIES_BIDOOF,15,25,SPECIES_MAGIKARP,10,20,SPECIES_MAGIKARP,5,15,SPECIES_MAGIKARP,5,15,SPECIES_MAGIKARP,50,50,SPECIES_MAGIKARP,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,SPECIES_FLAAFFY,SPECIES_MAGIKARP,SPECIES_POLIWAG,SPECIES_MAGIKARP
T29,0,10,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,10,20,SPECIES_MAGIKARP,5,15,SPECIES_MAGIKARP,10,20,SPECIES_GYARADOS,10,20,SPECIES_GYARADOS,10,20,SPECIES_GYARADOS,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,20,20,SPECIES_MAGIKARP,20,20,SPECIES_MAGIKARP,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GYARADOS,20,20,SPECIES_MAGIKARP,40,40,SPECIES_MAGIKARP,40,40,SPECIES_GYARADOS,40,40,SPECIES_MAGIKARP,40,40,SPECIES_MAGIKARP,40,40,SPECIES_MAGIKARP,SPECIES_NONE,SPECIES_MAGIKARP,SPECIES_GYARADOS,SPECIES_MAGIKARP
R44,25,10,0,25,50,75,23,22,23,22,22,22,24,24,24,26,24,26,SPECIES_TANGELA,SPECIES_WEEPINBELL,SPECIES_TANGELA,SPECIES_WEEPINBELL,SPECIES_BELLSPROUT,SPECIES_BELLSPROUT,SPECIES_LICKITUNG,SPECIES_LICKITUNG,SPECIES_WEEPINBELL,SPECIES_LICKITUNG,SPECIES_WEEPINBELL,SPECIES_LICKITUNG,SPECIES_TANGELA,SPECIES_WEEPINBELL,SPECIES_TANGELA,SPECIES_WEEPINBELL,SPECIES_BELLSPROUT,SPECIES_BELLSPROUT,SPECIES_LICKITUNG,SPECIES_LICKITUNG,SPECIES_WEEPINBELL,SPECIES_LICKITUNG,SPECIES_WEEPINBELL,SPECIES_LICKITUNG,SPECIES_TANGELA,SPECIES_WEEPINBELL,SPECIES_TANGELA,SPECIES_WEEPINBELL,SPECIES_BELLSPROUT,SPECIES_BELLSPROUT,SPECIES_LICKITUNG,SPECIES_LICKITUNG,SPECIES_WEEPINBELL,SPECIES_LICKITUNG,SPECIES_WEEPINBELL,SPECIES_LICKITUNG,SPECIES_WHISMUR,SPECIES_LINOONE,SPECIES_BUIZEL,SPECIES_BIDOOF,20,30,SPECIES_POLIWAG,15,25,SPECIES_POLIWAG,20,30,SPECIES_POLIWHIRL,20,30,SPECIES_POLIWHIRL,20,30,SPECIES_POLIWHIRL,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_REMORAID,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,40,40,SPECIES_REMORAID,40,40,SPECIES_MAGIKARP,SPECIES_TANGELA,SPECIES_POLIWAG,SPECIES_POLIWAG,SPECIES_REMORAID
D39R0101,5,0,0,0,0,0,21,22,21,22,22,22,23,23,22,22,22,22,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_JYNX,SPECIES_JYNX,SPECIES_JYNX,SPECIES_JYNX,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_SWINUB,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D39R0102,5,0,0,0,0,0,21,22,21,22,22,22,23,23,22,22,22,22,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_JYNX,SPECIES_JYNX,SPECIES_JYNX,SPECIES_JYNX,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_SWINUB,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D39R0103,5,0,0,0,0,0,22,23,22,23,23,23,24,24,23,23,23,23,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_JYNX,SPECIES_JYNX,SPECIES_JYNX,SPECIES_JYNX,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_SWINUB,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D39R0104,5,0,0,0,0,0,22,23,22,23,23,23,24,24,23,23,23,23,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_JYNX,SPECIES_JYNX,SPECIES_JYNX,SPECIES_JYNX,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_SWINUB,SPECIES_GOLBAT,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ZUBAT,SPECIES_JYNX,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_SWINUB,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
